FAMILIA;VHLO;CONDUCTOR;FAMILIA AVERIA;DEFICIENCIAS DETECTADAS;DESCRIPCIÓN AVERIA;FOTO;FECHA AVISO;FECHA DISTINTA AVISO;TURNO;Nº AVISO;AVISO CREADO SI / NO;ORIGEN AVISO;TIPO ORDEN
Barredoras Compactas eléctricas;1511;;;A definir;1511-PN-TUBO DE ASPIRACIÓN RAJADO;;27/01/2026;;M;6000825666;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;1558;;;Chapa/Pintura;1558-PN-BABERO DERECHO TORCIDO;;27/01/2026;;M;6000825589;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;1532;;;Intermitetes;1532-PN-NO FUNCIONA LOS INTERMITENTES;;27/01/2026;;M;6000825364;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;1532;;;Cerradura/Correa;1532-PN-PUERTA DEL CONDUCTOR NO ABRE;;27/01/2026;;M;6000825366;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;1532;;;Chapa/Pintura;1532-PN-GOLPE EN CACHA LATERAL IZQ ROTO;;27/01/2026;;M;6000825388;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;1558;;;Intermitetes;1558-PN-INTERMITENTE TRASERO IZQ;;27/01/2026;;M;6000825373;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;1559;;;Boca/Tubo asp.;1559-PN PERDIDA DE HIDRAULICO POR;;27/01/2026;;M;6000825357;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;1559;;;Cuadro/Consola;1559-PN-TESTIGO FALLO MOTOR EN CUADRO;;27/01/2026;;M;6000825374;SI;P. NORTE;L06
Hidrolimpiadores;1715;;;Circuito agua;1715-PN NO TIENE PRESION;;27/01/2026;;M;6000825358;SI;P. NORTE;L06
Hidrolimpiadores;1715;;;Chapa/Pintura;1715-PN-ARMARIO INTERIOR DEL HABITACULO;;27/01/2026;;M;6000825457;SI;P. NORTE;L06
Hidrolimpiadores;1722;;;Carrete/Pistola;1722.PN.SIN PRESION;;27/01/2026;;M;6000825515;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;555;;;Cubierta;555-PN-GEMELA EXT. DCHA. EN MAL ESTADO.;;27/01/2026;;M;6000825353;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;555;;;Cepillos;555-PN-CEPILLO IZQUIERDO GASTADO.;;27/01/2026;;M;6000825347;SI;P. NORTE;L06
Baldeadoras Alta Presión;1651;;;Cerradura/Correa;1651-PN-PUERTA IZQ NO CIERRA BIEN;;27/01/2026;;M;6000825187;SI;P. NORTE;L06
Baldeadoras Alta Presión;1651;;;Cuadro/Consola;1651-PN-TESTIGO ILUMINADO ABS;;27/01/2026;;M;6000825188;SI;P. NORTE;L06
Baldeadoras Alta Presión;1651;;;Cuadro/Consola;1651-PN-TESTIGO ILUMINADO MANTENIMIENTO;;27/01/2026;;M;6000825189;SI;P. NORTE;L06
Baldeadoras Alta Presión;1651;;;Cuadro/Consola;1651-PN-TESTIGO ILUMINADO RUEDA SERVI;;27/01/2026;;M;6000825190;SI;P. NORTE;L06
Motocarros eléctricos;1825;;;Asientos;1825-PN-TAPICERÍA ASIENTO ROTO;;27/01/2026;;M;6000825186;SI;P. NORTE;L06
Brigadas cabina simple;467;;;Cuadro/Consola;467-PN TESTIGO EN ROJO EN CUADRO;;27/01/2026;;M;6000825183;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;559;;;Trabajo;559-PN-LUCES DE TRABAJO CENTRAL Y DRCH;;27/01/2026;;M;6000825192;SI;P. NORTE;L06
Brigadas cabina simple;1405;;;Batería;1405-PN-BATERÍA MALA;;27/01/2026;;M;6000824678;SI;P. NORTE;L06
Brigadas cabina simple;1405;;;Posición;1405-PN-LUZ POSICIÓN DRCH FUNDIDA;;27/01/2026;;M;6000824663;SI;P. NORTE;L06
Baldeadoras Alta Presión;1648;;;Motor (general);1648-PN-NO SE DESPLAZA;;27/01/2026;;M;6000824707;SI;P. NORTE;L06
Hidrolimpiadores;1714;;;Intermitetes;1614-PN-INTERMITENTE DELANTERO IZQ ROTO;;27/01/2026;;M;6000824658;SI;P. NORTE;L06
Motocarros eléctricos;1813;;;Asientos;1813-PN-TAPICERÍA ASIENTO ROTA;;27/01/2026;;M;6000824660;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;556;;;Cabina/habitáculo;556-PN-LUZ CABINA FUNDIDA;;27/01/2026;;M;6000824662;SI;P. NORTE;L06
Motocarros eléctricos;1844;;;Cubierta;1844-PN RUEDA DELANTERA IZDA.PINCHADA;;27/01/2026;;M;6000824547;SI;P. NORTE;L06
Baldeadoras Alta Presión;1640;;;Caja/Bieleta/Rótula;1640-PN-RUEDA SERVI COGIDA;;27/01/2026;;M;6000824262;SI;P. NORTE;L06
Baldeadoras Alta Presión;1640;;;Barra riego;1640-PN-BARRA RIEGO SUELTA;;27/01/2026;;M;6000824263;SI;P. NORTE;L06
Baldeadoras Alta Presión;1648;;;Bomba agua;1648-PN-PIERDE AGUA JUNTA;;27/01/2026;;M;6000824267;SI;P. NORTE;L06
Baldeadoras Alta Presión;1651;;;Motor (general);1651-PN-SE DESPLAZA LENTO;;27/01/2026;;M;6000824238;SI;P. NORTE;L06
Baldeadoras Alta Presión;1651;;;Circuito agua;1651-PN-TIENE POCA PRESIÓN;;27/01/2026;;M;6000824237;SI;P. NORTE;L06
Brigadas cabina simple;466;;;Cubierta;466-PN-RUEDA TRASERA IZQ PINCHADA;;27/01/2026;;M;6000824244;SI;P. NORTE;L06
Brigadas cabina simple;1405;;;Matrícula;1405-PN-LUCES MATRÍCULA FUNDIDA Y ROTA;;27/01/2026;;M;6000823980;SI;P. NORTE;L06
Brigadas cabina simple;1406;;;Refrigeración;1406.PN.NIVEL REFRIGERANTE BAJO;;27/01/2026;;M;6000824093;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;559;;;Cepillos;559-PN-CEPILLO IZQ CORTO;;27/01/2026;;M;6000823978;SI;P. NORTE;L06
;1833;ADRIAN ;CARROCERIA;CÁMARA;CAMARA TRASERA DESCOLGADA;;26/01/2026;;M;6000826670;SI;P. TORNEO;L06
;1833;ADRIAN ;CARROCERIA;CHAPA;PICAPORTE PUERTA CAJA ROTO;;26/01/2026;;M;6000826671;SI;P. TORNEO;L06
;1540;JULIO ;SISTEMA;DEPOSITO BALDEO;PIERDE AGUA POR EL DEPOSITO ;;26/01/2026;;M;6000826678;SI;P. TORNEO;L06
;606;MARIN;RUEDAS ;RUEDA GASTADA;TOMATE NEUMATICO TRASERO IZQ ;;26/01/2026;;M;6000826690;SI;P. TORNEO;L06
;1837;CARMEN P.;CABINA;CLUSTER / CUADRO;TESTIGO EN CUADRO ENCENDIDO ;;26/01/2026;;M;6000826492;SI;P. TORNEO;L06
;551;SANCHEZ;MOTOR;AD-BLUE;FUGA DE ADBLUE ;;26/01/2026;;M;6000826502;SI;P. TORNEO;L06
;548;LORCA;SISTEMA;CARRETE / PERTIGA / PISTOLA;CARRETE DCHO NO RECOGE ;;26/01/2026;;M;6000826629;SI;P. TORNEO;L06
;1646;BAUTISTA ;SISTEMA;CARRETE / PERTIGA / PISTOLA;CARRETE NO RECOGE ;;26/01/2026;;M;6000826633;SI;P. TORNEO;L06
;1646;BAUTISTA ;MOTOR;MOTOR AVERIA;RUIDO MOTOR BOMBA DE AGUA ;;26/01/2026;;M;6000826637;SI;P. TORNEO;L06
;1417;BARRERA ;LUCES;INTERMITENTE;INTERMITENTE DECHO FUNDIDO ;;26/01/2026;;M;6000826640;SI;P. TORNEO;L06
Barr. medianas aspiración SIN pértiga;560;3090160;SISTEMA;CEPILLO;PSP-560 CAMBIAR CEPILLOS;;26/01/2026;;M;6000826619;SI;P. SAN PABLO;L06
Brigadas Cabina Simple;406;SANTOSE;LUCES;CRUCE / LARGA;PSP-406 LUCES DELANTERAS FUNDIDAS;;26/01/2026;;M;6000826543;SI;P. SAN PABLO;L06
Brigadas Cabina Simple;406;SANTOSE;LUCES;GALIBO;PSP-406 GALIBO DELANTERO IZQ. FUNDIDO;;26/01/2026;;M;6000826544;SI;P. SAN PABLO;L06
Utillaje Taller P.  Este;ELEV.MOV T.P.ESTE -FINKBEINER;CABALLEROJO;A definir;;ELEVADOR 1.2.3.4 FALLO CONECTORES;;26/01/2026;;M;6000826575;SI;P. ESTE;L06
Motocarros;813;SANTOSE;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;813-P.E RUEDA TRASERA DERECHA PINCHADA;;26/01/2026;;M;6000826592;SI;P. ESTE;L06
Barredoras pequeñas aspiración;596;SANTOSE;MANTENIMIENTO;ITV;596P.E.LLEVAR , PASAR ITV Y VOLVER;;26/01/2026;;M;6000826540;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;540;MUNOZS;SISTEMA;BOCA ASPIRACIÓN;540.TN-NO ASPIRA;;26/01/2026;;M;6000826484;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;540;BANDERAJM;SISTEMA;CEPILLO;540-P.E MUELLE CEPILLO DERECHO ROTO;;26/01/2026;;M;6000826551;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;540;BANDERAJM;SISTEMA;CEPILLO;540-P.E AJUSTAR O CAMBIAR CEPILLOS;;26/01/2026;;M;6000826523;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;540;BANDERAJM;MOTOR;MOTOR AVERIA;536-P.E SE PARA ESTANDO EN MARCHA;;26/01/2026;;M;6000826554;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;536;PALACIOSI;MOTOR;MOTOR AVERIA;536-P.E DESPLAZAMIENTO LENTO;;26/01/2026;;M;6000826547;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;536;SANTOSE;SISTEMA;CEPILLO;536-P.E CEPILLO IZQ. NO LLEGA AL SUELO;;26/01/2026;;M;6000826546;SI;P. ESTE;L05
Brigadas Cabina Doble;459;MUNOZS;LUCES;PILOTO;459.TN-FALLO LUCES POSICION TRASERA;;26/01/2026;;M;6000826485;SI;P. ESTE;L06
Brigadas Cabina Doble;453;SANTOSE;MOTOR;NO ARRANCA;453P.E.NO ARRANCA;;26/01/2026;;M;6000826545;SI;P. ESTE;L06
Brigadas Cabina Simple;438;SANTOSE;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;438P.E. AUX. VH. RUEDA DEL. PINCH.;;26/01/2026;;M;6000826572;SI;P. ESTE;L06
Motocarros eléctricos;1807;BANDERAJM;MOTOR;BATERIA;1807-P.E LA BATERIA SE AGOTA;;26/01/2026;;M;6000826584;SI;P. ESTE;L06
Hidrolimpiadores;1718;3080575;FRENOS;TESTIGO FRENOS;1718 PE NO TIENE FRENOS;;26/01/2026;;M;6000826688;SI;P. ESTE;L06
Hidrolimpiadores;1716;3080575;SISTEMA;CARRETE / PERTIGA / PISTOLA;1716 PE PISTOLA NO VA;;26/01/2026;;M;6000826661;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;SANTOSE;RUEDAS ;RUEDA GASTADA;1564P.E.DOS RUEDAS TRAS. IZQUI. GASTADAS;;26/01/2026;;M;6000826509;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;SANTOSE;RUEDAS ;RUEDA GASTADA;1564P.E.DOS RUEDAS DEL. GASTADAS;;26/01/2026;;M;6000826498;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;MUNOZS;SISTEMA;CEPILLO;1564.TN-AJUSTAR CEPILLOS;;26/01/2026;;M;6000826482;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;3090206;RUEDAS ;RUEDA GASTADA;1564-RUEDAS TRASERAS IZQ. GASTADAS;;26/01/2026;;M;6000826533;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;PALACIOSI;SISTEMA;CEPILLO;1564-P.E GOLPE EN LOS DOS CEPILLOS;;26/01/2026;;M;6000826532;SI;P. ESTE;L05
Barr. medianas aspiración SIN pértiga;1561;MUNOZS;SISTEMA;CEPILLO;1561.TN-CEPILLO CORTO;;26/01/2026;;M;6000826481;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1561;BANDERAJM;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1561 PE RUEDA TRASERA PINCHADA;;26/01/2026;;M;6000826683;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1546;BANDERAJM;SISTEMA;CEPILLO;1546 PE CEPILLOS GASTADOS;;26/01/2026;;M;6000826658;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1533;MUNOZS;CABINA;BOTONERA;1533.TN-JOYSTICK SUELTO;;26/01/2026;;M;6000826483;SI;P. ESTE;L06
Barredoras medianas arrastre;1521;3090995;MOTOR;;1521. RODILLO GASTADO...;;26/01/2026;;M;6000826615;SI;P. ESTE;L06
Brigadas Cabina Simple;1422;BANDERAJM;MOTOR;TESTIGO EN CUADRO;1422-P.E FALLO EN EL SISTEMA DEL VHLO.;;26/01/2026;;M;6000826525;SI;P. ESTE;L06
Brigadas Cabina Simple;1409;3090206;CABINA;ESPEJO / RETROVISOR;1409-P.E RETROVISOR IZQ. FALTA;;26/01/2026;;M;6000826531;SI;P. ESTE;L06
Brigadas Cabina Simple;1408;3090206;LUCES;INTERMITENTE;1408-P.E PASTA INTERMITENTE ROTO;;26/01/2026;;M;6000826527;SI;P. ESTE;L06
Brigadas Cabina Simple;1408;3090206;CABINA;ELEVALUNAS;1408-P.E EMBELLECEDOR ELEVANULAS SUELTO;;26/01/2026;;M;6000826528;SI;P. ESTE;L06
Brigadas Cabina Simple;1401;SOSAI;CARROCERIA;;1401_REP. CHAPA/PINTURA(CAMBIO COLOR);;26/01/2026;;M;6000826595;SI;P. ESTE;L06
Brigadas Cabina Doble;453;SANTOSE;MOTOR;NO ARRANCA;0453.NO ARRANCA NINGUNA MAÑANA;;26/01/2026;;M;6000826530;SI;P. ESTE;L06
Brigadas Cabina Doble;453;3090995;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;0453. RUEDA TRASERA DERECHA...;;26/01/2026;;M;6000826569;SI;P. ESTE;L06
Brigadas Cabina Doble;447;BANDERAJM;MOTOR;FALLO MOTOR;0447. HAN DEJADO DE FUNCIONAR...;;26/01/2026;;M;6000826624;SI;P. ESTE;L06
Brigadas Cabina Simple;438;3090995;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;0438. RUEDA DELANTERA DERECHA PINCHADA;;26/01/2026;;M;6000826570;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1553;MUNOZS;CABINA;LIMPIAPARABRISAS;1553.TN-LIMPIA NO FUNCIONA;;26/01/2026;;M;6000826469;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1556;MUNOZS;LUCES;FOCO TRABAJO ;1556.TN-FOCOS DE TRABAJOS SUELTOS;;26/01/2026;;M;6000826477;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1556;MUNOZS;MOTOR;TESTIGO EN CUADRO;1556.TN-TESTIGO EN CUADRO;;26/01/2026;;M;6000826478;SI;P. PRINCIPES;L06
Baldeadoras alta presión;1653;MUNOZS;MOTOR;NO ARRANCA;1653.TN-VEHICULO SE PARA;;26/01/2026;;M;6000826479;SI;P. PRINCIPES;L06
Turismos Supervisión Capataces;1021;MUNOZS;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1021.TN-RUEDA DEL.DRCH.PINCHADA;;26/01/2026;;M;6000826480;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;599;GRANEROA;SISTEMA;CEPILLO;599-PP.CEPILLOS GASTADOS;;26/01/2026;;M;6000826499;SI;P. PRINCIPES;L06
Brigadas Cabina Simple;1411;PICONJ;LUCES;CRUCE / LARGA;1411-PP.LUZ CRUCE DELANTERA FUNDIDA;;26/01/2026;;M;6000826503;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;599;GRANEROA;SISTEMA;CEPILLO;599-PP.GRADUAR CEPILLOS;;26/01/2026;;M;6000826521;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;581;PICONJ;SISTEMA;TURBINA ASPIRACIÓN;581 NO ENTRA TOMA DE FUERZA;;26/01/2026;;M;6000826500;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;581;PICONJ;SISTEMA;CEPILLO;581 NO ABREN LOS CEPILLOS;;26/01/2026;;M;6000826513;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1553;GRANEROA;HIDRAULICA;PERDIDA DE HIDRÁULICO;1553.TN-PERDIDA DE HIDRAULICO;;26/01/2026;;M;6000826470;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1553;GRANEROA;MOTOR;MOTOR AVERIA;1553.TN-DA TIRONES TRABAJANDO;;26/01/2026;;M;6000826471;SI;P. PRINCIPES;L06
Motocarros eléctricos;1843;GRANEROA;MOTOR;BATERIA;1843 NO HACE NADA;;26/01/2026;;M;6000826553;SI;P. PRINCIPES;L06
Motocarros;827;GRANEROA;MANTENIMIENTO;ITV;827 P.S. PRE-ITV;;26/01/2026;;M;6000826555;SI;P. SUR;L06
Barr. medianas aspiración CON pértiga;537;GRANEROA;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;537 RUEDA IZQ PINCHADA;;26/01/2026;;M;6000826557;SI;P. PRINCIPES;L06
Hidrolimpiadores;767;GRANEROA;MOTOR;NO ARRANCA;767 NO ARRANCA;;26/01/2026;;M;6000826556;SI;P. PRINCIPES;L06
Hidrolimpiadores;747;PICONJ;MANTENIMIENTO;ITV;747.ITV DESFAVORABLE;;26/01/2026;;M;6000826632;SI;P. PRINCIPES;L06
Limpiezas y Servicios Esp. P.Transf.;455;FLORESR;FRENOS;PEDAL;455P.P.PEDAL DE FRENO SE VA ABAJO.;;26/01/2026;;M;6000826634;SI;P. PRINCIPES;L06
Turismos Supervisión Oficinas;1023;DELGADOR;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;RUEDA PINCHADA;;26/01/2026;;M;6000826648;SI;P. PRINCIPES;L05
Motocarros;827;DELGADOR;RUEDAS ;RUEDA GASTADA;4 RUEDAS EN MAL ESTADO;;26/01/2026;;M;6000826649;SI;P. PRINCIPES;L05
Barr. medianas aspiración CON pértiga;537;DELGADOR;MOTOR;MOTOR AVERIA;SE QUEDA FRENADA;;26/01/2026;;M;6000826685;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1538;DELGADOR;MOTOR;LIMITADO DE VELOCIDAD;1538-PP.TRASLACION MUY LENTA;;26/01/2026;;M;6000826623;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1538;CEBRIANJ;MOTOR;MOTOR AVERIA;1538-PP.HUELE  ACEITE HIDRAULICO QUEMADO;;26/01/2026;;M;6000826626;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;1597;CEBRIANJ;MOTOR;LIMITADO DE VELOCIDAD;1597 DEZPLAZAMIENTO LENTO;;26/01/2026;;M;6000826636;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;1597;CEBRIANJ;SISTEMA;BOCA ASPIRACIÓN;1597 LATERALES GOMA BOCA ASPIRA.;;26/01/2026;;M;6000826638;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1538;CEBRIANJ;CARROCERIA;SUSPENSIÓN;1538-PP.SUSPENSION BOTA MUCHO;;26/01/2026;;M;6000826628;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1538;CEBRIANJ;CABINA;CLUSTER / CUADRO;1538-PP.CUADRO INSTRUMENTO SIN LUZ;;26/01/2026;;M;6000826630;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;1597;CEBRIANJ;SISTEMA;CEPILLO;1597 CEPILLOS CORTOS;;26/01/2026;;M;6000826644;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1534;CEBRIANJ;MOTOR;TESTIGO EN CUADRO;1534 TESTIGO CHECK ENCENDIDO;;26/01/2026;;M;6000826514;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1536;3091040;CABINA;LIMPIAPARABRISAS;1536.LIMPIA NO FUNCIONA;;26/01/2026;;M;6000826472;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;558;3090868;HIDRAULICA;PERDIDA DE HIDRÁULICO;558 PERDIDA DE HIDRAU CEPILLO DERECHO;;26/01/2026;;M;6000826501;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1534;3090868;CABINA;CLUSTER / CUADRO;1534 CUENTA KM NO FUNCIONA;;26/01/2026;;M;6000826515;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;554;3090868;CARROCERIA;TAILGATE / PORTÓN;554 PORTON TRAS. ROCE Y DESPEGADO;;26/01/2026;;M;6000826516;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;554;3090868;CABINA;ESPEJO / RETROVISOR;554 FALTA RETROV CEPILLO DERECHO;;26/01/2026;;M;6000826517;SI;P. PRINCIPES;L06
Brigadas Cabina Simple;1411;3083300;LUCES;GALIBO;1411-PP.LUZ GALIBO DELANTERA DERECHA;;26/01/2026;;M;6000826520;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1534;3090868;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1534 GOLPES Y ARAÑAZOS POR TODOS LADOS;;26/01/2026;;M;6000826522;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1530;3090868;CABINA;MONITOR / PANTALLA;1530 CRISTAL PANTALLA SUELTO;;26/01/2026;;M;6000826526;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;1582;3083300;SISTEMA;BOCA ASPIRACIÓN;1582-PP.BOCA ASPIRACION MUY BAJA;;26/01/2026;;M;6000826559;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;1582;3083300;SISTEMA;BOCA ASPIRACIÓN;1582-PP.NIVELAR BOCA ASPIRACION;;26/01/2026;;M;6000826560;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;1582;3083300;MOTOR;FILTRO PARTICULAS;1582-PP.TESTIGO FILTRO PARTICULAS;;26/01/2026;;M;6000826561;SI;P. PRINCIPES;L06
Barr. medianas aspiración CON pértiga;573;3090868;NEUMATICA;;573 RUIDO EN LA RUEDA DELANT DERCHA;;26/01/2026;;M;6000826598;SI;P. PRINCIPES;L06
Turismos Supervisión Capataces;1011;3090868;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1011 RUEDA TRASERA DERECHA FLOJA DE PRES;;26/01/2026;;M;6000826631;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;1597;3090868;CABINA;MONITOR / PANTALLA;1597 CAMARA MARCHA ATRAS NO VA;;26/01/2026;;M;6000826639;SI;P. PRINCIPES;L06
Barredoras pequeñas aspiración;1597;3090868;CABINA;MONITOR / PANTALLA;1597 PANTALLA TABLET NO VA;;26/01/2026;;M;6000826642;SI;P. PRINCIPES;L06
;1836;TALLERES;CARROCERIA;BASCULANTE;LA CAJA NO BAJA ;;25/01/2026;;T;6000826420;SI;P. TORNEO;L06
;1713;LOPEZ GARCIA;MOTOR;BATERIA;EQUIPO SIN BATERIA ;;25/01/2026;;T;6000826426;SI;P. TORNEO;L06
;546;JULIO;MOTOR;FILTRO PARTICULAS;LMPIEZA DE FILTRO;;25/01/2026;;T;6000826427;SI;P. TORNEO;L06
;1540;MARIN;SISTEMA;EYECTOR/TOLVA;PLACA DE LA CAJA NO FUNCIONA ;;25/01/2026;;T;6000826433;SI;P. TORNEO;L06
;1418;MISAEL ;MOTOR;MOTOR DE ARRANQUE;NO ARRANCA ;;25/01/2026;;T;6000826444;SI;P. TORNEO;L06
;1830;VELARDE;CABINA;CLUSTER / CUADRO;CABLES DE GPS SUELTOS ;;25/01/2026;;T;6000826451;SI;P. TORNEO;L06
